,player_id,player_name,team,start,end
1,846915,Juancho Hernangomez,Utah Jazz,2022-02-08,2022-07-26
2,846915,Juancho Hernangomez,San Antonio Spurs,2022-01-18,2022-02-08
3,846915,Juancho Hernangomez,Boston Celtics,2021-09-02,2022-01-18
4,846915,Juancho Hernangomez,Memphis Grizzlies,2021-08-16,2021-09-02
5,846915,Juancho Hernangomez,Minnesota Timberwolves,2020-02-04,2021-08-16
6,846915,Juancho Hernangomez,Denver Nuggets,2016-04-09,2020-02-04
7,846915,Juancho Hernangomez,Movistar Estudiantes,2012-10-24,2016-04-09
1181314,1181314,Christian Koloko,Toronto Raptors,,
0,1133795,Dalano Banton,Toronto Raptors,2021-07-28,
0,1132119,Jeff Dowtin,Orlando Magic,2022-03-21,
1,1132119,Jeff Dowtin,Milwaukee Bucks,2022-01-07,2022-03-21
2,1132119,Jeff Dowtin,Golden State Warriors,2021-10-18,2022-01-07
3,1132119,Jeff Dowtin,Orlando Magic,2021-09-07,2021-10-18
0,1179581,Ron Harper,Toronto Raptors,2023-01-15,
0,1133165,Joe Wieskamp,San Antonio Spurs,2021-07-28,
0,885207,Lauri Markkanen,Utah Jazz,2022-08-31,
1,885207,Lauri Markkanen,Cleveland Cavaliers,2021-08-26,2022-08-31
2,885207,Lauri Markkanen,Chicago Bulls,2017-07-04,2021-08-26
3,885207,Lauri Markkanen,Minnesota Timberwolves,2017-06-21,2017-07-04
0,817034,Jordan Clarkson,Utah Jazz,2019-12-22,
1,817034,Jordan Clarkson,Cleveland Cavaliers,2018-02-07,2019-12-22
2,817034,Jordan Clarkson,Los Angeles Lakers,2014-06-25,2018-02-07
0,817306,Kelly Olynyk,Utah Jazz,2022-09-21,
1,817306,Kelly Olynyk,Detroit Pistons,2021-08-02,2022-09-21
2,817306,Kelly Olynyk,Houston Rockets,2021-03-25,2021-08-02
3,817306,Kelly Olynyk,Miami Heat,2017-07-06,2021-03-25
4,817306,Kelly Olynyk,Boston Celtics,2013-07-06,2017-07-06
0,846933,Kris Dunn,Portland Trail Blazers,2022-03-13,
1,846933,Kris Dunn,Memphis Grizzlies,2021-09-04,2022-03-13
2,846933,Kris Dunn,Boston Celtics,2021-07-30,2021-09-04
3,846933,Kris Dunn,Atlanta Hawks,2020-11-20,2021-07-30
4,846933,Kris Dunn,Chicago Bulls,2017-06-22,2020-11-20
5,846933,Kris Dunn,Minnesota Timberwolves,2016-06-22,2017-06-22
0,940769,Collin Sexton,Cleveland Cavaliers,2018-06-30,
0,987559,Luka Šamanić,New York Knicks,2021-10-15,
1,987559,Luka Šamanić,San Antonio Spurs,2019-06-19,2021-10-15
0,1178591,Walker Kessler,Utah Jazz,2022-06-30,
0,987343,Talen Horton-Tucker,Los Angeles Lakers,2019-06-20,
1,987343,Talen Horton-Tucker,Orlando Magic,2019-06-19,2019-06-20
1182725,1182725,Ochai Agbaji,Utah Jazz,,
0,817464,Cody Zeller,Miami Heat,2023-02-24,
1,817464,Cody Zeller,Utah Jazz,2022-10-02,2023-02-24
2,817464,Cody Zeller,Portland Trail Blazers,2021-08-03,2022-10-02
3,817464,Cody Zeller,Charlotte Hornets,2013-06-26,2021-08-03
0,861512,Simone Fontecchio,Utah Jazz,2022-07-16,
1,861512,Simone Fontecchio,TD Systems Baskonia,2021-07-08,2022-07-16
0,817106,Rudy Gay,Utah Jazz,2021-08-06,
1,817106,Rudy Gay,San Antonio Spurs,2017-07-05,2021-08-06
2,817106,Rudy Gay,Sacramento Kings,2013-12-08,2017-07-05
3,817106,Rudy Gay,Toronto Raptors,2013-01-29,2013-12-08
4,817106,Rudy Gay,Memphis Grizzlies,2006-06-27,2013-01-29
1178022,1178022,Johnny Juzang,Utah Jazz,,
0,998860,Juan Toscano-Anderson,Utah Jazz,2023-02-08,
1,998860,Juan Toscano-Anderson,Los Angeles Lakers,2022-06-30,2023-02-08
2,998860,Juan Toscano-Anderson,Golden State Warriors,2020-12-21,2022-06-30
0,846919,Damian Jones,Utah Jazz,2023-02-08,
1,846919,Damian Jones,Los Angeles Lakers,2022-06-30,2023-02-08
2,846919,Damian Jones,Sacramento Kings,2021-04-07,2022-06-30
3,846919,Damian Jones,Los Angeles Lakers,2021-02-25,2021-04-07
4,846919,Damian Jones,Phoenix Suns,2020-11-22,2021-02-25
5,846919,Damian Jones,Atlanta Hawks,2019-07-07,2020-11-22
6,846919,Damian Jones,Golden State Warriors,2016-07-22,2019-07-07
0,1092867,Udoka Azubuike,Utah Jazz,2020-11-17,
0,1132139,Micah Potter,Detroit Pistons,2021-12-29,
0,987611,Jarrell Brantley,UNICS Kazan,2021-09-19,
1,987611,Jarrell Brantley,Utah Jazz,2019-07-15,2021-09-19
2,987611,Jarrell Brantley,Indiana Pacers,2019-06-19,2019-07-15
0,885206,Frank Jackson,Detroit Pistons,2020-12-27,
1,885206,Frank Jackson,Oklahoma City Thunder,2020-12-04,2020-12-27
2,885206,Frank Jackson,New Orleans Pelicans,2017-06-22,2020-12-04
3,885206,Frank Jackson,Charlotte Hornets,2017-06-21,2017-06-22
0,817017,Jimmy Butler,Miami Heat,2019-06-30,
1,817017,Jimmy Butler,Philadelphia 76ers,2018-11-09,2019-06-30
2,817017,Jimmy Butler,Minnesota Timberwolves,2017-06-22,2018-11-09
3,817017,Jimmy Butler,Chicago Bulls,2011-06-22,2017-06-22
0,885218,Bam Adebayo,Miami Heat,2017-06-21,
0,988789,Tyler Herro,Miami Heat,2019-06-19,
0,817239,Kyle Lowry,Miami Heat,2021-08-06,
1,817239,Kyle Lowry,Toronto Raptors,2012-07-10,2021-08-06
2,817239,Kyle Lowry,Houston Rockets,2009-02-18,2012-07-10
3,817239,Kyle Lowry,Memphis Grizzlies,2006-07-08,2009-02-18
0,990002,Max Strus,Miami Heat,2020-12-02,
1,990002,Max Strus,Chicago Bulls,2019-10-21,2020-12-02
0,990763,Caleb Martin,Miami Heat,2021-09-13,
1,990763,Caleb Martin,Charlotte Hornets,2019-07-31,2021-09-13
0,817305,Victor Oladipo,Miami Heat,2021-03-24,
1,817305,Victor Oladipo,Houston Rockets,2021-01-12,2021-03-24
2,817305,Victor Oladipo,Indiana Pacers,2017-07-02,2021-01-12
3,817305,Victor Oladipo,Oklahoma City Thunder,2016-07-04,2017-07-02
4,817305,Victor Oladipo,Orlando Magic,2013-06-26,2016-07-04
0,958896,Gabe Vincent,Miami Heat,2020-01-07,
0,817238,Kevin Love,Miami Heat,2023-02-20,
1,817238,Kevin Love,Cleveland Cavaliers,2014-08-22,2023-02-20
2,817238,Kevin Love,Minnesota Timberwolves,2008-04-16,2014-08-22
0,945092,Duncan Robinson,Miami Heat,2018-08-09,
0,972549,Haywood Highsmith,Miami Heat,2022-02-14,
1,972549,Haywood Highsmith,Philadelphia 76ers,2021-09-29,2022-02-14
2,972549,Haywood Highsmith,Vanoli Cremona,2021-07-26,2021-09-29
3,972549,Haywood Highsmith,Crailsheim Merlins,2020-09-03,2021-07-26
4,972549,Haywood Highsmith,Philadelphia 76ers,2019-01-07,2020-09-03
0,1084054,Nikola Jović,Miami Heat,2022-06-23,
1180021,1180021,Jamal Cain,Miami Heat,,
0,817144,Udonis Haslem,Miami Heat,2003-06-24,
1121280,1121280,Ömer Yurtseven,Miami Heat,,
1178047,1178047,Jamaree Bouyea,Miami Heat,,
0,940807,Mikal Bridges,Brooklyn Nets,2023-02-08,
1,940807,Mikal Bridges,Phoenix Suns,2018-07-01,2023-02-08
0,817065,Spencer Dinwiddie,Brooklyn Nets,2023-02-04,
1,817065,Spencer Dinwiddie,Dallas Mavericks,2022-02-09,2023-02-04
2,817065,Spencer Dinwiddie,Washington Wizards,2021-08-03,2022-02-09
3,817065,Spencer Dinwiddie,Brooklyn Nets,2016-12-07,2021-08-03
4,817065,Spencer Dinwiddie,Detroit Pistons,2014-06-25,2016-12-07
0,1132146,Dru Smith,Miami Heat,2023-01-15,
1,1132146,Dru Smith,Brooklyn Nets,2022-06-30,2023-01-15
0,988302,Cameron Johnson,Brooklyn Nets,2023-02-08,
1,988302,Cameron Johnson,Phoenix Suns,2019-07-05,2023-02-08
2,988302,Cameron Johnson,Minnesota Timberwolves,2019-06-19,2019-07-05
0,989006,Nicolas Claxton,Brooklyn Nets,2019-06-19,
0,905919,Royce O'Neale,Brooklyn Nets,2022-06-29,
1,905919,Royce O'Neale,Utah Jazz,2017-10-16,2022-06-29
2,905919,Royce O'Neale,Žalgiris Kaunas BC,2017-06-30,2017-10-16
3,905919,Royce O'Neale,Herbalife Gran Canaria,2016-09-29,2017-06-30
0,846909,Dorian Finney-Smith,Brooklyn Nets,2023-02-04,
1,846909,Dorian Finney-Smith,Dallas Mavericks,2016-07-07,2023-02-04
0,846949,Ben Simmons,Brooklyn Nets,2022-02-09,
1,846949,Ben Simmons,Philadelphia 76ers,2016-07-02,2022-02-09
0,817049,Seth Curry,Brooklyn Nets,2022-02-09,
1,817049,Seth Curry,Philadelphia 76ers,2020-11-19,2022-02-09
2,817049,Seth Curry,Dallas Mavericks,2019-07-01,2020-11-19
3,817049,Seth Curry,Portland Trail Blazers,2018-07-05,2019-07-01
4,817049,Seth Curry,Dallas Mavericks,2016-07-04,2018-07-05
5,817049,Seth Curry,Sacramento Kings,2015-07-21,2016-07-04
6,817049,Seth Curry,Phoenix Suns,2015-03-10,2015-07-21
7,817049,Seth Curry,Orlando Magic,2014-10-06,2015-03-10
8,817049,Seth Curry,Cleveland Cavaliers,2014-03-20,2014-10-06
0,817140,Joe Harris,Brooklyn Nets,2016-07-18,
1,817140,Joe Harris,Cleveland Cavaliers,2014-06-25,2016-07-18
0,1134019,Cam Thomas,Brooklyn Nets,2021-07-28,
0,942986,Yuta Watanabe,Toronto Raptors,2020-12-02,
0,817270,Patty Mills,Brooklyn Nets,2021-08-02,
1,817270,Patty Mills,San Antonio Spurs,2012-03-26,2021-08-02
2,817270,Patty Mills,Portland Trail Blazers,2009-10-06,2012-03-26
0,885229,Edmond Sumner,Brooklyn Nets,2021-10-05,
1,885229,Edmond Sumner,Indiana Pacers,2017-06-23,2021-10-05
2,885229,Edmond Sumner,New Orleans Pelicans,2017-06-22,2017-06-23
1183963,1183963,David Duke,Brooklyn Nets,,
0,1134015,Day'Ron Sharpe,Brooklyn Nets,2021-07-28,
0,817296,Nerlens Noel,Detroit Pistons,2022-06-28,
1,817296,Nerlens Noel,New York Knicks,2020-11-22,2022-06-28
2,817296,Nerlens Noel,Oklahoma City Thunder,2018-07-05,2020-11-22
3,817296,Nerlens Noel,Dallas Mavericks,2017-02-23,2018-07-05
4,817296,Nerlens Noel,Philadelphia 76ers,2013-07-11,2017-02-23
5,817296,Nerlens Noel,New Orleans Pelicans,2013-06-26,2013-07-11
0,996152,Moses Brown,Brooklyn Nets,2023-03-16,
1,996152,Moses Brown,Cleveland Cavaliers,2022-03-09,2023-03-16
2,996152,Moses Brown,Dallas Mavericks,2021-07-30,2022-03-09
3,996152,Moses Brown,Boston Celtics,2021-06-17,2021-07-30
4,996152,Moses Brown,Oklahoma City Thunder,2020-12-08,2021-06-17
1412285,1412285,Dru Smith,Brooklyn Nets,,
1179538,1179538,Alondes Williams,Brooklyn Nets,,
0,1181231,Paolo Banchero,Orlando Magic,2022-06-22,
0,905191,Franz Wagner,Orlando Magic,2021-08-09,
1,905191,Franz Wagner,Michigan Wolverines,2019-07-06,2021-08-09
0,940800,Wendell Carter Jr.,Orlando Magic,2021-03-24,
1,940800,Wendell Carter Jr.,Chicago Bulls,2018-07-02,2021-03-24
0,885237,Markelle Fultz,Orlando Magic,2019-02-06,
1,885237,Markelle Fultz,Philadelphia 76ers,2017-06-21,2019-02-06
0,1092865,Cole Anthony,Orlando Magic,2020-11-17,
0,817139,Gary Harris,Orlando Magic,2021-03-24,
1,817139,Gary Harris,Denver Nuggets,2014-06-25,2021-03-24
0,1134017,Jalen Suggs,Orlando Magic,2021-07-28,
0,987099,Bol Bol,Orlando Magic,2022-02-09,
1,987099,Bol Bol,Boston Celtics,2022-01-18,2022-02-09
0,940759,Moritz Wagner,Orlando Magic,2021-04-26,
1,940759,Moritz Wagner,Boston Celtics,2021-03-24,2021-04-26
2,940759,Moritz Wagner,Washington Wizards,2019-07-02,2021-03-24
3,940759,Moritz Wagner,Los Angeles Lakers,2018-06-30,2019-07-02
0,987103,Chuma Okeke,Orlando Magic,2019-06-19,
1178446,1178446,Caleb Houstan,Orlando Magic,,
1094164,1094164,Kevon Harris,Orlando Magic,,
0,885228,Jonathan Isaac,Orlando Magic,2017-06-21,
0,989029,Admiral Schofield,Orlando Magic,2021-09-21,
1,989029,Admiral Schofield,Oklahoma City Thunder,2020-12-02,2021-09-21
0,958769,Goga Bitadze,Orlando Magic,2023-02-13,
1,958769,Goga Bitadze,Indiana Pacers,2019-06-30,2023-02-13
2,958769,Goga Bitadze,Indiana Pacers,2019-06-19,2019-06-30
0,817025,Michael Carter-Williams,Orlando Magic,2019-03-14,
1,817025,Michael Carter-Williams,Houston Rockets,2018-07-05,2019-03-14
2,817025,Michael Carter-Williams,Charlotte Hornets,2017-12-16,2018-07-05
3,817025,Michael Carter-Williams,Chicago Bulls,2016-10-16,2017-12-16
4,817025,Michael Carter-Williams,Milwaukee Bucks,2015-02-18,2016-10-16
5,817025,Michael Carter-Williams,Philadelphia 76ers,2013-09-23,2015-02-18
